genotype,lib,chrs,start,stop,cos,width
wt,227,Chr2,9987868,9988726,9988297,858
wt,227,Chr3,20033130,20033176,20033153,46
wt,227,Chr4,5365607,5365831,5365719,224
wt,227,Chr4,16918514,16918607,16918560,93
wt,227,Chr5,2325078,2325505,2325292,427
wt,227,Chr5,17840009,17840636,17840323,627
wt,227,Chr5,26885612,26886524,26886068,912
wt,228,Chr1,4894949,4895565,4895257,616
wt,228,Chr2,324932,326070,325501,1138
wt,228,Chr3,6331036,6332188,6331612,1152
wt,228,Chr4,727364,727476,727420,112
wt,228,Chr4,5831628,5834924,5833276,3296
wt,228,Chr5,26221560,26222001,26221780,441
wt,229,Chr1,9179774,9180073,9179924,299
wt,229,Chr1,17702530,17702669,17702600,139
wt,229,Chr2,7666858,7667617,7667238,759
wt,229,Chr3,9136695,9136776,9136735,81
wt,229,Chr3,11811507,11812031,11811769,524
wt,229,Chr4,5423854,5424464,5424159,610
wt,229,Chr4,11764527,11765010,11764769,483
wt,229,Chr5,8382825,8383412,8383119,587
wt,229,Chr5,17634874,17635462,17635168,588
wt,230,Chr1,8535425,8537070,8536247,1645
wt,230,Chr1,29501283,29501745,29501514,462
wt,230,Chr2,6023891,6024050,6023971,159
wt,230,Chr2,9540969,9541253,9541111,284
wt,230,Chr3,11738945,11739115,11739030,170
wt,230,Chr3,15867848,15867962,15867905,114
wt,230,Chr4,5143230,5143324,5143277,94
wt,230,Chr4,6078009,6078161,6078085,152
wt,230,Chr5,15229807,15231006,15230407,1199
wt,231,Chr2,6467123,6467289,6467206,166
wt,231,Chr2,16291240,16292215,16291728,975
wt,231,Chr3,607850,608294,608072,444
wt,231,Chr4,9443711,9444423,9444067,712
wt,231,Chr4,17352525,17353680,17353103,1155
wt,231,Chr5,14733403,14733988,14733695,585
wt,232,Chr1,8718271,8719120,8718695,849
wt,232,Chr1,16657727,16657879,16657803,152
wt,232,Chr3,9484586,9485439,9485012,853
wt,232,Chr3,9843072,9843371,9843222,299
wt,232,Chr4,6747019,6747407,6747213,388
wt,232,Chr4,17555468,17555509,17555488,41
wt,232,Chr5,8659332,8659780,8659556,448
wt,232,Chr5,16644193,16644427,16644310,234
wt,233,Chr1,3578910,3580185,3579548,1275
wt,233,Chr1,16137863,16138078,16137971,215
wt,233,Chr1,23863264,23865339,23864302,2075
wt,233,Chr2,5003869,5005611,5004740,1742
wt,233,Chr3,7224746,7225490,7225118,744
wt,233,Chr3,10419436,10419623,10419530,187
wt,233,Chr4,9391970,9392400,9392185,430
wt,233,Chr5,20442610,20443608,20443109,998
wt,234,Chr1,16737235,16737379,16737307,144
wt,234,Chr2,826879,827159,827019,280
wt,234,Chr2,9562697,9563116,9562907,419
wt,234,Chr3,4778878,4779485,4779182,607
wt,234,Chr4,16930267,16930916,16930591,649
wt,234,Chr5,20052165,20053529,20052847,1364
wt,234,Chr5,20841237,20841312,20841275,75
wt,234,Chr5,22129686,22137615,22133650,7929
wt,235,Chr1,9016463,9017153,9016808,690
wt,235,Chr1,24538166,24538388,24538277,222
wt,235,Chr1,28860968,28861293,28861130,325
wt,235,Chr2,1106691,1107733,1107212,1042
wt,235,Chr2,6688048,6688548,6688298,500
wt,235,Chr2,13951025,13951459,13951242,434
wt,235,Chr3,7598267,7598759,7598513,492
wt,235,Chr3,15081971,15082065,15082018,94
wt,235,Chr4,9309859,9310284,9310071,425
wt,235,Chr4,16563229,16563366,16563297,137
wt,235,Chr4,17992357,17995857,17994107,3500
wt,235,Chr5,5710856,5711678,5711267,822
wt,235,Chr5,8879196,8882198,8880697,3002
wt,235,Chr5,21579558,21579614,21579586,56
wt,235,Chr5,26757201,26757636,26757419,435
wt,236,Chr1,21685305,21686048,21685677,743
wt,236,Chr1,23802525,23803153,23802839,628
wt,236,Chr2,350665,351126,350895,461
wt,236,Chr2,13141824,13144213,13143018,2389
wt,236,Chr3,5372592,5373622,5373107,1030
wt,236,Chr4,5365454,5365591,5365522,137
wt,236,Chr4,6448762,6448805,6448784,43
wt,236,Chr4,17629291,17629338,17629315,47
wt,236,Chr5,1770444,1770823,1770634,379
wt,236,Chr5,7229366,7229441,7229404,75
wt,237,Chr1,559506,560551,560028,1045
wt,237,Chr1,9458448,9458722,9458585,274
wt,237,Chr1,25274320,25275454,25274887,1134
wt,237,Chr2,10169625,10170007,10169816,382
wt,237,Chr3,8236471,8237061,8236766,590
wt,237,Chr4,5739140,5739244,5739192,104
wt,237,Chr4,6207485,6209747,6208616,2262
wt,237,Chr5,2120472,2120533,2120502,61
wt,237,Chr5,26350212,26350402,26350307,190
wt,238,Chr1,21519119,21519591,21519355,472
wt,238,Chr2,7252496,7252882,7252689,386
wt,238,Chr4,4868023,4869001,4868512,978
wt,239,Chr1,3949439,4010265,3979852,60826
wt,239,Chr1,25030074,25031220,25030647,1146
wt,239,Chr3,9719306,9719521,9719414,215
wt,239,Chr3,11148147,11148876,11148511,729
wt,239,Chr5,7967682,7967914,7967798,232
wt,240,Chr2,9372067,9373865,9372966,1798
wt,240,Chr2,15587615,15588556,15588085,941
wt,240,Chr3,20406439,20406781,20406610,342
wt,240,Chr4,9182776,9189269,9186022,6493
wt,240,Chr5,22376802,22376947,22376874,145
wt,263,Chr1,8544508,8546108,8545308,1600
wt,263,Chr1,24496651,24496851,24496751,200
wt,263,Chr2,18961223,18961510,18961367,287
wt,263,Chr3,1773492,1776074,1774783,2582
wt,263,Chr3,22810756,22810904,22810830,148
wt,263,Chr4,1027159,1029193,1028176,2034
wt,263,Chr4,18335152,18336724,18335938,1572
wt,263,Chr5,4216969,4217338,4217153,369
wt,263,Chr5,16656555,16656862,16656709,307
wt,263,Chr5,22578928,22580168,22579548,1240
wt,271,Chr1,1230313,1231147,1230730,834
wt,271,Chr1,28882651,28883552,28883101,901
wt,271,Chr2,18441510,18441609,18441560,99
wt,271,Chr3,11248340,11248834,11248587,494
wt,271,Chr5,1909832,1912351,1911092,2519
wt,271,Chr5,10481080,10481137,10481108,57
wt,279,Chr1,23287397,23288396,23287897,999
wt,279,Chr1,23728169,23728247,23728208,78
wt,279,Chr2,6710907,6711644,6711275,737
wt,279,Chr2,7717988,7718133,7718060,145
wt,279,Chr3,1692159,1692287,1692223,128
wt,279,Chr3,2155762,2156926,2156344,1164
wt,279,Chr3,15184618,15184640,15184629,22
wt,279,Chr4,7254097,7255626,7254861,1529
wt,279,Chr4,11719930,11720770,11720350,840
wt,279,Chr5,1007098,1007232,1007165,134
wt,279,Chr5,18072798,18073042,18072920,244
wt,335,Chr1,3365876,3376916,3371396,11040
wt,335,Chr1,4938066,4939011,4938538,945
wt,335,Chr1,12743438,12744261,12743850,823
wt,335,Chr2,6238619,6239009,6238814,390
wt,335,Chr2,11532675,11532868,11532771,193
wt,335,Chr3,1020453,1020694,1020573,241
wt,335,Chr3,17561795,17562633,17562214,838
wt,335,Chr4,734884,734971,734928,87
wt,335,Chr4,1040118,1040310,1040214,192
wt,335,Chr5,8600997,8601330,8601163,333
wt,341,Chr1,3780435,3787075,3783755,6640
wt,341,Chr1,16771338,16771460,16771399,122
wt,341,Chr2,6275286,6276427,6275856,1141
wt,341,Chr3,2849847,2849927,2849887,80
wt,341,Chr4,8836542,8839392,8837967,2850
wt,341,Chr4,14163219,14163314,14163267,95
wt,341,Chr5,9934581,9934769,9934675,188
wt,341,Chr5,17928637,17930023,17929330,1386
wt,343,Chr1,11114527,11114640,11114583,113
wt,343,Chr1,17270074,17270858,17270466,784
wt,343,Chr1,22168196,22168921,22168558,725
wt,343,Chr2,6233933,6234017,6233975,84
wt,343,Chr2,9732329,9732610,9732469,281
wt,343,Chr3,20112540,20112779,20112660,239
wt,343,Chr3,21800034,21801195,21800614,1161
wt,343,Chr4,5241828,5242077,5241952,249
wt,343,Chr4,16321867,16322382,16322125,515
wt,343,Chr5,2633698,2636028,2634863,2330
wt,343,Chr5,14526374,14526623,14526498,249
wt,349,Chr1,4113507,4113622,4113565,115
wt,349,Chr1,6827397,6828192,6827795,795
wt,349,Chr1,19299539,19300463,19300001,924
wt,349,Chr1,23446473,23446615,23446544,142
wt,349,Chr2,8183137,8183231,8183184,94
wt,349,Chr3,637974,638483,638228,509
wt,349,Chr3,16282723,16282733,16282728,10
wt,349,Chr4,7521258,7521926,7521592,668
wt,359,Chr1,1887696,1888481,1888088,785
wt,359,Chr1,11464830,11465175,11465002,345
wt,359,Chr1,27132682,27132704,27132693,22
wt,359,Chr1,29923636,29937907,29930772,14271
wt,359,Chr3,9283871,9284377,9284124,506
wt,359,Chr4,6580909,6581366,6581137,457
wt,359,Chr4,14864928,14864972,14864950,44
wt,359,Chr5,5842536,5843128,5842832,592
wt,359,Chr5,17458391,17458425,17458408,34
wt,359,Chr5,21422630,21422848,21422739,218
wt,360,Chr1,17298209,17298520,17298365,311
wt,360,Chr1,24873757,24873844,24873801,87
wt,360,Chr2,125002,127796,126399,2794
wt,360,Chr2,5789798,5790717,5790258,919
wt,360,Chr2,8372138,8372518,8372328,380
wt,360,Chr3,15906538,15906941,15906740,403
wt,360,Chr3,19869913,19871355,19870634,1442
wt,367,Chr1,12948756,12948960,12948858,204
wt,367,Chr1,26538046,26538538,26538292,492
wt,367,Chr2,10080539,10082093,10081316,1554
wt,367,Chr2,15019428,15020366,15019897,938
wt,367,Chr3,10172636,10172913,10172774,277
wt,367,Chr3,15864725,15865029,15864877,304
wt,367,Chr4,10160921,10161110,10161015,189
wt,367,Chr5,19975348,19976166,19975757,818
wt,368,Chr2,2925078,2925130,2925104,52
wt,368,Chr2,15375074,15375576,15375325,502
wt,368,Chr3,5760645,5761417,5761031,772
wt,368,Chr3,9212374,9213039,9212706,665
wt,368,Chr3,15783958,15784011,15783984,53
wt,368,Chr4,6048505,6048753,6048629,248
wt,368,Chr4,18388414,18388648,18388531,234
wt,368,Chr5,8358690,8358764,8358727,74
wt,368,Chr5,26812477,26812678,26812577,201
wt,375,Chr1,16738671,16739496,16739083,825
wt,375,Chr1,27537505,27537653,27537579,148
wt,375,Chr2,2272779,2272809,2272794,30
wt,375,Chr3,18511207,18511758,18511483,551
wt,375,Chr4,5425887,5427310,5426599,1423
wt,375,Chr4,9372218,9372316,9372267,98
wt,375,Chr5,18166232,18166928,18166580,696
wt,390,Chr1,4150574,4151132,4150853,558
wt,390,Chr1,29842168,29842204,29842186,36
wt,390,Chr2,11271789,11271929,11271859,140
wt,390,Chr4,5150095,5150380,5150237,285
wt,399,Chr1,26157940,26157968,26157954,28
wt,399,Chr1,27141569,27142066,27141817,497
wt,399,Chr2,1493030,1493432,1493231,402
wt,399,Chr2,2114785,2117860,2116323,3075
wt,399,Chr2,9841018,9841163,9841090,145
wt,399,Chr3,18367482,18367936,18367709,454
wt,399,Chr5,10379929,10380038,10379983,109
wt,399,Chr5,22573961,22574072,22574017,111
wt,407,Chr1,752927,753480,753203,553
wt,407,Chr1,2174124,2175444,2174784,1320
wt,407,Chr1,12528613,12529118,12528865,505
wt,407,Chr1,13117153,13117236,13117195,83
wt,407,Chr3,15560201,15560796,15560499,595
wt,407,Chr3,17532914,17533855,17533384,941
wt,407,Chr5,26132879,26133929,26133404,1050
wt,430,Chr1,7431686,7431821,7431754,135
wt,430,Chr1,27979085,27979339,27979212,254
wt,430,Chr2,17890747,17892211,17891479,1464
wt,430,Chr3,8287868,8288203,8288036,335
wt,430,Chr3,8897231,8898570,8897901,1339
wt,430,Chr3,22927240,22928253,22927746,1013
wt,430,Chr4,126646,128068,127357,1422
wt,430,Chr4,16386662,16390345,16388504,3683
wt,431,Chr1,785423,797322,791373,11899
wt,431,Chr1,13078132,13078838,13078485,706
wt,431,Chr2,985120,985128,985124,8
wt,431,Chr2,7122964,7123224,7123094,260
wt,431,Chr3,1833944,1834862,1834403,918
wt,431,Chr3,2408593,2408984,2408789,391
wt,431,Chr4,18052125,18052343,18052234,218
wt,431,Chr5,18513032,18517542,18515287,4510
wt,431,Chr5,22350919,22351187,22351053,268
wt,434,Chr1,4899961,4900870,4900415,909
wt,434,Chr1,20160366,20160641,20160504,275
wt,434,Chr2,8452859,8452897,8452878,38
wt,434,Chr3,1177533,1177790,1177661,257
wt,434,Chr3,16503552,16503665,16503608,113
wt,434,Chr4,5405749,5407029,5406389,1280
wt,434,Chr4,9524590,9546401,9535496,21811
wt,434,Chr5,7117559,7117811,7117685,252
wt,434,Chr5,15939494,15939569,15939532,75
wt,434,Chr5,22894696,22896550,22895623,1854
wt,435,Chr1,29320416,29321205,29320810,789
wt,435,Chr2,7221317,7222485,7221901,1168
wt,435,Chr3,7843038,7845128,7844083,2090
wt,435,Chr3,8896362,8896534,8896448,172
wt,435,Chr5,24589771,24589970,24589871,199
wt,436,Chr1,7028435,7028456,7028445,21
wt,436,Chr1,24233264,24233688,24233476,424
wt,436,Chr2,908793,920409,914601,11616
wt,436,Chr2,7993580,7994082,7993831,502
wt,436,Chr2,10692065,10692407,10692236,342
wt,436,Chr3,8601193,8601343,8601268,150
wt,436,Chr5,8049326,8049910,8049618,584
wt,436,Chr5,20413617,20414850,20414233,1233
wt,436,Chr5,21730554,21730614,21730584,60
wt,437,Chr1,8004390,8004431,8004410,41
wt,437,Chr1,10711854,10712485,10712170,631
wt,437,Chr2,281155,281573,281364,418
wt,437,Chr2,7753532,7753629,7753580,97
wt,437,Chr2,12771680,12772640,12772160,960
wt,437,Chr3,5858045,5859313,5858679,1268
wt,437,Chr4,6972617,6972651,6972634,34
wt,437,Chr5,5814852,5815205,5815028,353
wt,437,Chr5,8846751,8848670,8847711,1919
wt,437,Chr5,26333296,26334375,26333836,1079
wt,438,Chr1,8974983,8975427,8975205,444
wt,438,Chr1,21933531,21935211,21934371,1680
wt,438,Chr1,25153266,25153537,25153402,271
wt,438,Chr2,201328,202059,201694,731
wt,438,Chr3,5972796,5975620,5974208,2824
wt,438,Chr3,23172979,23173135,23173057,156
wt,438,Chr5,8412102,8412443,8412272,341
wt,438,Chr5,18737037,18737224,18737131,187
wt,439,Chr1,3554298,3554690,3554494,392
wt,439,Chr1,17198424,17199190,17198807,766
wt,439,Chr2,18228405,18259080,18243743,30675
wt,439,Chr3,9500021,9500142,9500081,121
wt,439,Chr3,18421484,18421916,18421700,432
wt,439,Chr4,17995857,17998829,17997343,2972
wt,439,Chr5,5778935,5780019,5779477,1084
wt,439,Chr5,9077649,9077815,9077732,166
wt,439,Chr5,18584563,18585901,18585232,1338
wt,440,Chr2,15253618,15254226,15253922,608
wt,440,Chr3,6717941,6717981,6717961,40
wt,440,Chr3,9411074,9411519,9411296,445
wt,440,Chr3,19392423,19392998,19392711,575
wt,440,Chr4,4807880,4807883,4807882,3
wt,440,Chr5,6873361,6873372,6873367,11
wt,440,Chr5,23797660,23798306,23797983,646
wt,441,Chr1,5171322,5171812,5171567,490
wt,441,Chr2,6949229,6950064,6949647,835
wt,441,Chr2,12383019,12383118,12383069,99
wt,441,Chr3,5991752,5991917,5991834,165
wt,441,Chr3,9604011,9605043,9604527,1032
wt,441,Chr4,7254713,7255626,7255169,913
wt,441,Chr5,8750139,8750344,8750241,205
wt,441,Chr5,24992341,24992493,24992417,152
wt,442,Chr1,25811164,25811292,25811228,128
wt,442,Chr2,12296776,12297160,12296968,384
wt,442,Chr3,8060999,8061884,8061441,885
wt,442,Chr3,8228254,8228398,8228326,144
wt,442,Chr4,7385114,7385811,7385462,697
wt,442,Chr5,15915775,15915918,15915847,143
wt,442,Chr5,23914653,23915459,23915056,806
wt,444,Chr1,2874780,2874876,2874828,96
wt,444,Chr1,9978662,9979427,9979044,765
wt,444,Chr1,19880944,19881068,19881006,124
wt,444,Chr1,26563812,26564876,26564344,1064
wt,444,Chr2,2866498,2866687,2866592,189
wt,444,Chr2,16555309,16556139,16555724,830
wt,444,Chr3,2332094,2332327,2332210,233
wt,444,Chr3,8925883,8926003,8925943,120
wt,444,Chr4,87255,88852,88053,1597
wt,444,Chr4,11888977,11889625,11889301,648
wt,444,Chr5,24067122,24068490,24067806,1368
wt,447,Chr2,1139693,1140420,1140057,727
wt,447,Chr3,11793572,11796965,11795268,3393
wt,447,Chr3,16323177,16323477,16323327,300
wt,447,Chr5,15632129,15632615,15632372,486
wt,448,Chr1,8934939,8935099,8935019,160
wt,448,Chr1,20158357,20159040,20158699,683
wt,448,Chr2,5054482,5054742,5054612,260
wt,448,Chr3,6790085,6790255,6790170,170
wt,448,Chr3,8604722,8604766,8604744,44
wt,448,Chr5,4180526,4182813,4181670,2287
wt,448,Chr5,21981480,21981671,21981576,191
wt,449,Chr1,16131481,16132256,16131869,775
wt,449,Chr1,28856253,28859116,28857685,2863
wt,449,Chr2,870799,874011,872405,3212
wt,449,Chr2,6926581,6927055,6926818,474
wt,449,Chr3,4866882,4867414,4867148,532
wt,449,Chr3,16238459,16238796,16238627,337
wt,449,Chr4,7217887,7217946,7217917,59
wt,449,Chr4,10023085,10023905,10023495,820
wt,449,Chr5,7867515,7867989,7867752,474
wt,449,Chr5,7911910,7912046,7911978,136
wt,449,Chr5,25491110,25492785,25491948,1675
wt,449,Chr5,26032101,26033558,26032829,1457
wt,450,Chr1,4690603,4694570,4692587,3967
wt,450,Chr1,8544508,8546108,8545308,1600
wt,450,Chr1,23077367,23077413,23077390,46
wt,450,Chr1,24851473,24851685,24851579,212
wt,450,Chr2,7879530,7879729,7879630,199
wt,450,Chr2,11691864,11691901,11691882,37
wt,450,Chr2,14122616,14123516,14123066,900
wt,450,Chr3,6484045,6484419,6484232,374
wt,450,Chr3,11913485,11913839,11913662,354
wt,450,Chr3,16564965,16565564,16565265,599
wt,450,Chr4,17319172,17320512,17319842,1340
wt,450,Chr5,8658805,8659230,8659017,425
wt,450,Chr5,14554671,14554778,14554725,107
wt,451,Chr3,7845128,7864457,7854792,19329
wt,451,Chr3,19923313,19924143,19923728,830
wt,451,Chr4,7878945,7879421,7879183,476
wt,451,Chr5,17124509,17125592,17125051,1083
wt,452,Chr1,4942354,4942910,4942632,556
wt,452,Chr1,12456960,12458523,12457742,1563
wt,452,Chr1,26506869,26507255,26507062,386
wt,452,Chr2,7275081,7275141,7275111,60
wt,452,Chr3,9018207,9018528,9018367,321
wt,452,Chr4,1245071,1245087,1245079,16
wt,452,Chr4,7036165,7036739,7036452,574
wt,452,Chr5,16030111,16030184,16030147,73
wt,452,Chr5,22189948,22190259,22190104,311
wt,453,Chr1,13254750,13254844,13254797,94
wt,453,Chr2,6379295,6379323,6379309,28
wt,453,Chr2,9561733,9562252,9561993,519
wt,453,Chr3,8110326,8110544,8110435,218
wt,453,Chr3,8926358,8926390,8926374,32
wt,453,Chr4,5748460,5749312,5748886,852
wt,453,Chr5,16179828,16180187,16180008,359
wt,454,Chr1,12083293,12083385,12083339,92
wt,454,Chr1,26650797,26652019,26651408,1222
wt,454,Chr2,5921310,5922188,5921749,878
wt,454,Chr2,9567186,9567281,9567234,95
wt,454,Chr3,16964614,16964946,16964780,332
wt,454,Chr4,9701218,9703339,9702278,2121
wt,454,Chr4,14187644,14187704,14187674,60
wt,454,Chr5,661052,661139,661096,87
wt,454,Chr5,9867600,9867685,9867642,85
wt,454,Chr5,15841842,15841987,15841914,145
wt,455,Chr1,11571666,11572413,11572040,747
wt,455,Chr2,10215407,10215457,10215432,50
wt,455,Chr3,21775736,21780396,21778066,4660
wt,455,Chr4,12969037,12969185,12969111,148
wt,455,Chr5,546273,546986,546629,713
wt,455,Chr5,8774788,8774995,8774892,207
wt,458,Chr1,10602982,10603217,10603100,235
wt,458,Chr2,3051715,3051803,3051759,88
wt,458,Chr3,7674346,7674403,7674374,57
wt,458,Chr4,5152840,5153012,5152926,172
wt,458,Chr5,40389,40726,40557,337
wt,458,Chr5,565504,565810,565657,306
wt,458,Chr5,1996267,1997282,1996775,1015
wt,458,Chr5,6379813,6379851,6379832,38
wt,458,Chr5,9900551,9900751,9900651,200
wt,458,Chr5,23096407,23097067,23096737,660
wt,459,Chr1,1100351,1100495,1100423,144
wt,459,Chr1,8174945,8175021,8174983,76
wt,459,Chr2,1493030,1493432,1493231,402
wt,459,Chr3,7282681,7284148,7283415,1467
wt,459,Chr3,19699449,19699589,19699519,140
wt,459,Chr4,5155796,5156959,5156378,1163
wt,459,Chr4,5366209,5367784,5366997,1575
wt,459,Chr5,1569511,1569740,1569625,229
wt,459,Chr5,23261700,23262867,23262284,1167
wt,460,Chr1,11861433,11861576,11861505,143
wt,460,Chr2,495253,495450,495351,197
wt,460,Chr2,16396616,16399331,16397974,2715
wt,460,Chr4,8357932,8360669,8359300,2737
wt,466,Chr1,7110654,7111590,7111122,936
wt,466,Chr1,19364623,19364999,19364811,376
wt,466,Chr1,29175918,29176661,29176290,743
wt,466,Chr3,17212581,17212929,17212755,348
wt,466,Chr4,10732467,10732684,10732575,217
wt,466,Chr5,25436381,25436840,25436611,459
wt,467,Chr1,8975583,8976103,8975843,520
wt,467,Chr1,16484704,16485947,16485326,1243
wt,467,Chr1,29219791,29220087,29219939,296
wt,467,Chr2,16352606,16355892,16354249,3286
wt,467,Chr2,18301404,18301948,18301676,544
wt,467,Chr3,16922849,16923068,16922959,219
wt,467,Chr3,21352460,21352798,21352629,338
wt,467,Chr4,42326,42584,42455,258
wt,467,Chr4,5601132,5601145,5601138,13
wt,467,Chr5,2684061,2686525,2685293,2464
wt,467,Chr5,7751396,7752138,7751767,742
wt,467,Chr5,10285509,10286505,10286007,996
wt,474,Chr1,17662733,17662769,17662751,36
wt,474,Chr3,1061324,1061745,1061534,421
wt,474,Chr3,3692154,3692506,3692330,352
wt,474,Chr3,9779901,9780497,9780199,596
wt,474,Chr4,17650254,17651646,17650950,1392
wt,474,Chr5,3521485,3521841,3521663,356
wt,474,Chr5,18621330,18621527,18621428,197
wt,474,Chr5,24421443,24421706,24421575,263
wt,481,Chr1,24837698,24838049,24837874,351
wt,481,Chr2,10270552,10270841,10270696,289
wt,481,Chr3,9710819,9711363,9711091,544
wt,481,Chr3,10302725,10303768,10303247,1043
wt,481,Chr3,20801587,20802165,20801876,578
wt,481,Chr4,7560753,7560869,7560811,116
wt,481,Chr5,15809996,15810733,15810364,737
wt,482,Chr1,1653093,1653737,1653415,644
wt,482,Chr1,5397915,5398007,5397961,92
wt,482,Chr2,12938212,12938902,12938557,690
wt,482,Chr2,14703903,14704263,14704083,360
wt,482,Chr3,7866523,7866577,7866550,54
wt,482,Chr4,657521,657815,657668,294
wt,482,Chr4,1529163,1529792,1529477,629
wt,482,Chr4,14625140,14625179,14625160,39
wt,482,Chr4,18054852,18054918,18054885,66
wt,482,Chr5,8728182,8728701,8728442,519
wt,483,Chr1,17349627,17350424,17350025,797
wt,483,Chr2,8423972,8424089,8424030,117
wt,483,Chr3,8623312,8623590,8623451,278
wt,483,Chr3,21057232,21059262,21058247,2030
wt,483,Chr5,6048791,6049148,6048969,357
wt,483,Chr5,16209192,16209261,16209226,69
wt,483,Chr5,20458517,20458853,20458685,336
wt,489,Chr1,3868878,3870242,3869560,1364
wt,489,Chr1,26908964,26909428,26909196,464
wt,489,Chr2,9646571,9649177,9647874,2606
wt,489,Chr3,8279371,8280532,8279951,1161
wt,489,Chr4,5366200,5366209,5366204,9
wt,490,Chr1,2520249,2520391,2520320,142
wt,490,Chr1,11902942,11903456,11903199,514
wt,490,Chr1,17252716,17253039,17252878,323
wt,490,Chr2,7289168,7289304,7289236,136
wt,490,Chr3,8476031,8476343,8476187,312
wt,490,Chr4,720213,720369,720291,156
wt,490,Chr4,7312561,7312909,7312735,348
wt,490,Chr4,16900468,16900912,16900690,444
wt,490,Chr5,342423,342936,342679,513
wt,490,Chr5,6325419,6326473,6325946,1054
wt,492,Chr1,968896,971198,970047,2302
wt,492,Chr1,11769823,11770003,11769913,180
wt,492,Chr1,19302828,19302984,19302906,156
wt,492,Chr2,9570129,9572595,9571362,2466
wt,492,Chr3,10336923,10337401,10337162,478
wt,492,Chr3,19274793,19275226,19275009,433
wt,492,Chr4,63480,63656,63568,176
wt,492,Chr4,303972,304552,304262,580
wt,492,Chr4,6819258,6820141,6819700,883
wt,492,Chr5,16637960,16638069,16638014,109
wt,497,Chr2,2198462,2198998,2198730,536
wt,497,Chr2,6285839,6285965,6285902,126
wt,497,Chr2,17818533,17819388,17818961,855
wt,497,Chr3,6593502,6604125,6598814,10623
wt,497,Chr3,14945105,14945364,14945235,259
wt,497,Chr3,18374839,18375973,18375406,1134
wt,497,Chr4,10031345,10031378,10031361,33
wt,497,Chr4,10335244,10336578,10335911,1334
wt,497,Chr5,5513303,5514403,5513853,1100
wt,497,Chr5,16895723,16895748,16895735,25
wt,498,Chr1,22383084,22383219,22383152,135
wt,498,Chr2,588262,588342,588302,80
wt,498,Chr3,18809125,18810296,18809711,1171
wt,498,Chr3,23028893,23029001,23028947,108
wt,498,Chr4,1589616,1589867,1589742,251
wt,498,Chr4,12378662,12382189,12380426,3527
wt,498,Chr4,18191278,18191375,18191326,97
wt,498,Chr5,5997458,5997947,5997702,489
wt,498,Chr5,25897402,25898603,25898002,1201
wt,505,Chr1,16442353,16443663,16443008,1310
wt,505,Chr1,28148010,28148400,28148205,390
wt,505,Chr2,12872785,12873997,12873391,1212
wt,505,Chr3,8491493,8491912,8491703,419
wt,505,Chr3,8927866,8927921,8927894,55
wt,505,Chr4,927577,927805,927691,228
wt,505,Chr4,7521994,7522716,7522355,722
wt,505,Chr5,5771369,5771664,5771517,295
wt,505,Chr5,21451823,21451976,21451899,153
wt,506,Chr1,12155179,12155247,12155213,68
wt,506,Chr1,25301865,25302310,25302087,445
wt,506,Chr2,1276073,1276755,1276414,682
wt,506,Chr2,16780007,16780243,16780125,236
wt,506,Chr3,7090614,7091967,7091290,1353
wt,506,Chr3,10882681,10882990,10882835,309
wt,506,Chr3,17902466,17902571,17902518,105
wt,506,Chr4,5640742,5640815,5640778,73
wt,506,Chr4,16915837,16917150,16916493,1313
wt,506,Chr5,6441359,6442524,6441941,1165
wt,506,Chr5,14528402,14529776,14529089,1374
wt,506,Chr5,24498404,24498558,24498481,154
wt,510,Chr1,7382441,7383357,7382899,916
wt,510,Chr1,12936390,12936865,12936628,475
wt,510,Chr1,20190087,20190919,20190503,832
wt,510,Chr2,1874578,1874797,1874688,219
wt,510,Chr2,17995439,17997522,17996481,2083
wt,510,Chr3,9038828,9039250,9039039,422
wt,510,Chr3,16110864,16111011,16110938,147
wt,510,Chr4,9445853,9445959,9445906,106
wt,510,Chr5,5473399,5473945,5473672,546
wt,510,Chr5,14534557,14535433,14534995,876
wt,511,Chr1,4371658,4372068,4371863,410
wt,511,Chr1,12313637,12316537,12315087,2900
wt,511,Chr2,840592,840678,840635,86
wt,511,Chr2,5004140,5005611,5004876,1471
wt,511,Chr3,197228,198224,197726,996
wt,511,Chr3,15776289,15776585,15776437,296
wt,511,Chr3,19910636,19911122,19910879,486
wt,511,Chr4,5166637,5167023,5166830,386
wt,511,Chr4,6862042,6862345,6862194,303
wt,511,Chr5,4590995,4591209,4591102,214
wt,511,Chr5,21074585,21074672,21074629,87
wt,513,Chr1,10911027,10911378,10911203,351
wt,513,Chr1,16138256,16138787,16138522,531
wt,513,Chr1,26132424,26134960,26133692,2536
wt,513,Chr2,6292131,6292384,6292257,253
wt,513,Chr2,7862604,7862941,7862772,337
wt,513,Chr3,8171505,8171558,8171531,53
wt,513,Chr3,9489361,9489814,9489587,453
wt,513,Chr5,153072,153202,153137,130
wt,514,Chr1,2284235,2284698,2284467,463
wt,514,Chr2,15188986,15189469,15189228,483
wt,514,Chr2,18463587,18464009,18463798,422
wt,514,Chr3,8953457,8955460,8954459,2003
wt,514,Chr3,16498233,16498239,16498236,6
wt,514,Chr3,20380359,20381164,20380761,805
wt,514,Chr4,10165499,10165749,10165624,250
wt,514,Chr4,10464116,10464699,10464408,583
wt,514,Chr5,6217035,6217904,6217469,869
