genotype,lib,chrs,start,stop,cos,width
wt,1326,Chr4,6191345,6191743,6191544,398
wt,1326,Chr5,21548902,21548920,21548911,18
wt,1327,Chr1,12711443,12711689,12711566,246
wt,1327,Chr2,8372546,8372736,8372641,190
wt,1327,Chr2,15585315,15585735,15585525,420
wt,1327,Chr3,19975562,19977100,19976331,1538
wt,1327,Chr4,1243080,1243466,1243273,386
wt,1327,Chr5,1413339,1414820,1414079,1481
wt,1327,Chr5,7978365,7979031,7978698,666
wt,1327,Chr5,18037621,18037716,18037669,95
wt,1330,Chr1,6243466,6243518,6243492,52
wt,1330,Chr1,16469982,16470431,16470206,449
wt,1330,Chr1,26604929,26604982,26604955,53
wt,1330,Chr2,2177366,2181177,2179272,3811
wt,1330,Chr2,7740664,7741017,7740840,353
wt,1330,Chr2,15540992,15541414,15541203,422
wt,1330,Chr2,18462676,18463587,18463132,911
wt,1330,Chr3,538713,539282,538997,569
wt,1330,Chr3,10220735,10221138,10220937,403
wt,1330,Chr3,18001393,18001803,18001598,410
wt,1330,Chr4,12449896,12450051,12449974,155
wt,1330,Chr5,195183,195385,195284,202
wt,1330,Chr5,18892123,18892284,18892203,161
wt,1330,Chr5,26852289,26852854,26852571,565
wt,1345,Chr1,26377363,26377930,26377647,567
wt,1345,Chr1,30034716,30035131,30034924,415
wt,1345,Chr3,8594080,8594090,8594085,10
wt,1345,Chr3,15668809,15669653,15669231,844
wt,1345,Chr4,652041,652273,652157,232
wt,1345,Chr4,11982377,11987179,11984778,4802
wt,1345,Chr5,7844954,7845698,7845326,744
wt,1345,Chr5,19149743,19149835,19149789,92
wt,1350,Chr1,6527488,6527703,6527596,215
wt,1350,Chr2,10102254,10104086,10103170,1832
wt,1350,Chr3,637283,637754,637519,471
wt,1350,Chr3,9501409,9502055,9501732,646
wt,1350,Chr3,10731335,10734041,10732688,2706
wt,1350,Chr3,19704556,19706843,19705700,2287
wt,1350,Chr4,1184680,1185291,1184986,611
wt,1350,Chr5,21800878,21801502,21801190,624
wt,1363,Chr1,7915582,7916602,7916092,1020
wt,1363,Chr3,11003132,11003327,11003230,195
wt,1363,Chr4,10971479,10972091,10971785,612
wt,1363,Chr5,10279851,10281139,10280495,1288
wt,1363,Chr5,15387859,15387941,15387900,82
wt,1370,Chr1,4581069,4581547,4581308,478
wt,1370,Chr1,28244961,28245487,28245224,526
wt,1370,Chr2,7269188,7274728,7271958,5540
wt,1370,Chr2,9978678,9978937,9978808,259
wt,1370,Chr2,17727016,17727252,17727134,236
wt,1370,Chr3,2146047,2146221,2146134,174
wt,1370,Chr3,10620099,10620375,10620237,276
wt,1370,Chr3,22827841,22835558,22831699,7717
wt,1370,Chr5,1484759,1485632,1485195,873
wt,1370,Chr5,25428093,25429186,25428639,1093
wt,1375,Chr1,3831120,3832261,3831690,1141
wt,1375,Chr1,20098742,20098864,20098803,122
wt,1375,Chr1,22422226,22422855,22422540,629
wt,1375,Chr1,23693345,23693411,23693378,66
wt,1375,Chr2,7049289,7050941,7050115,1652
wt,1375,Chr3,8927220,8927334,8927277,114
wt,1375,Chr4,6769805,6770003,6769904,198
wt,1375,Chr5,4606517,4607124,4606821,607
wt,1375,Chr5,23786927,23787657,23787292,730
wt,1377,Chr1,440564,445271,442918,4707
wt,1377,Chr1,12238853,12239551,12239202,698
wt,1377,Chr1,19880796,19880853,19880824,57
wt,1377,Chr1,28542048,28542425,28542236,377
wt,1377,Chr2,7414701,7414846,7414773,145
wt,1377,Chr2,11591532,11591735,11591634,203
wt,1377,Chr3,127683,131024,129353,3341
wt,1377,Chr3,5798473,5800089,5799281,1616
wt,1377,Chr3,16467021,16467106,16467063,85
wt,1377,Chr4,12076035,12076745,12076390,710
wt,1378,Chr1,16402640,16402823,16402732,183
wt,1378,Chr2,8091099,8091117,8091108,18
wt,1378,Chr2,16759370,16761657,16760514,2287
wt,1378,Chr3,1453164,1453279,1453222,115
wt,1378,Chr4,7342313,7342446,7342379,133
wt,1378,Chr5,25977890,25978356,25978123,466
wt,1383,Chr1,207856,210319,209088,2463
wt,1383,Chr1,11859371,11859630,11859501,259
wt,1383,Chr2,297361,298576,297969,1215
wt,1383,Chr2,12938212,12938902,12938557,690
wt,1383,Chr3,7613446,7613683,7613564,237
wt,1383,Chr4,620506,621475,620990,969
wt,1383,Chr4,14625659,14625847,14625753,188
wt,1383,Chr5,7306811,7308056,7307433,1245
wt,1383,Chr5,17730996,17731177,17731086,181
wt,1386,Chr1,6017454,6020793,6019124,3339
wt,1386,Chr1,21906360,21906589,21906474,229
wt,1386,Chr3,10050881,10051026,10050953,145
wt,1386,Chr3,17791091,17791401,17791246,310
wt,1386,Chr5,21749099,21749222,21749161,123
wt,1387,Chr1,1554652,1554812,1554732,160
wt,1387,Chr1,11685306,11686129,11685718,823
wt,1387,Chr1,13452171,13453334,13452753,1163
wt,1387,Chr1,23091788,23092317,23092052,529
wt,1387,Chr1,24651002,24651167,24651084,165
wt,1387,Chr3,8979876,8979898,8979887,22
wt,1387,Chr3,17083623,17083650,17083637,27
wt,1387,Chr5,7353866,7355778,7354822,1912
wt,1390,Chr1,4831953,4835546,4833749,3593
wt,1390,Chr1,11118955,11119152,11119053,197
wt,1390,Chr1,29534745,29534832,29534789,87
wt,1390,Chr2,6740850,6741379,6741114,529
wt,1390,Chr2,16295727,16296200,16295963,473
wt,1390,Chr3,195797,195879,195838,82
wt,1390,Chr3,3665314,3665346,3665330,32
wt,1390,Chr4,5641354,5641839,5641596,485
wt,1390,Chr4,17313542,17314431,17313986,889
wt,1390,Chr5,14247907,14273489,14260698,25582
wt,1391,Chr1,4182669,4183034,4182851,365
wt,1391,Chr1,10645162,10645526,10645344,364
wt,1391,Chr1,17778338,17788486,17783412,10148
wt,1391,Chr2,7713571,7713722,7713647,151
wt,1391,Chr3,887122,887162,887142,40
wt,1391,Chr3,15556127,15556625,15556376,498
wt,1391,Chr4,7794720,7794854,7794787,134
wt,1391,Chr4,16445605,16451265,16448435,5660
wt,1391,Chr5,16228126,16228289,16228208,163
wt,1391,Chr5,24768165,24768883,24768524,718
wt,1401,Chr1,4233888,4235774,4234831,1886
wt,1401,Chr1,11192454,11192988,11192721,534
wt,1401,Chr2,876113,876191,876152,78
wt,1401,Chr3,11756677,11757451,11757064,774
wt,1401,Chr3,23310837,23311035,23310936,198
wt,1401,Chr4,188428,188702,188565,274
wt,1401,Chr4,17818243,17818852,17818547,609
wt,1401,Chr5,6282692,6283811,6283252,1119
wt,1401,Chr5,9818306,9818334,9818320,28
wt,1401,Chr5,26558409,26558980,26558695,571
wt,1402,Chr1,24976326,24976523,24976424,197
wt,1402,Chr1,30134154,30134922,30134538,768
wt,1402,Chr2,12391385,12391775,12391580,390
wt,1402,Chr3,7160148,7160238,7160193,90
wt,1402,Chr4,7083136,7083195,7083166,59
wt,1402,Chr5,18530089,18530728,18530409,639
wt,1402,Chr5,25915531,25917220,25916375,1689
wt,1403,Chr2,15975546,15975836,15975691,290
wt,1403,Chr3,10146309,10146584,10146447,275
wt,1403,Chr3,14942387,14942856,14942621,469
wt,1403,Chr4,5641354,5641839,5641596,485
wt,1403,Chr5,8670593,8674263,8672428,3670
wt,1403,Chr5,17204843,17204916,17204879,73
wt,1403,Chr5,19908195,19910208,19909201,2013
wt,1404,Chr1,5640774,5641450,5641112,676
wt,1404,Chr1,26803191,26804018,26803605,827
wt,1404,Chr2,360228,360382,360305,154
wt,1404,Chr2,5832418,5832870,5832644,452
wt,1404,Chr2,10752500,10752903,10752702,403
wt,1404,Chr2,12414081,12414846,12414463,765
wt,1404,Chr3,8165689,8167116,8166403,1427
wt,1404,Chr3,8556214,8556971,8556592,757
wt,1404,Chr3,19932950,19933605,19933278,655
wt,1404,Chr5,5695045,5697623,5696334,2578
wt,1404,Chr5,8358820,8360127,8359474,1307
wt,1405,Chr1,16704802,16704901,16704852,99
wt,1405,Chr1,29407025,29407171,29407098,146
wt,1405,Chr2,1026816,1026928,1026872,112
wt,1405,Chr2,2312470,2312714,2312592,244
wt,1405,Chr2,13580175,13580407,13580291,232
wt,1405,Chr3,843331,843687,843509,356
wt,1405,Chr3,6145503,6145746,6145625,243
wt,1405,Chr4,720418,721033,720726,615
wt,1405,Chr4,11769303,11770092,11769697,789
wt,1405,Chr5,2193651,2193836,2193743,185
wt,1405,Chr5,16209693,16209944,16209819,251
wt,1405,Chr5,23798819,23799592,23799205,773
wt,1407,Chr1,8136431,8136485,8136458,54
wt,1407,Chr1,10202841,10203410,10203125,569
wt,1407,Chr1,22856562,22856598,22856580,36
wt,1407,Chr1,30379034,30379570,30379302,536
wt,1407,Chr2,1017906,1018057,1017982,151
wt,1407,Chr2,12292150,12292186,12292168,36
wt,1407,Chr3,9761587,9761790,9761689,203
wt,1407,Chr3,19468237,19468893,19468565,656
wt,1407,Chr4,14618983,14619382,14619183,399
wt,1407,Chr5,6443354,6445091,6444222,1737
wt,1407,Chr5,19303739,19304001,19303870,262
wt,1408,Chr1,25165745,25165851,25165798,106
wt,1408,Chr2,6652629,6652906,6652767,277
wt,1408,Chr3,10125319,10125483,10125401,164
wt,1408,Chr5,8609103,8609685,8609394,582
wt,1409,Chr1,1778225,1778417,1778321,192
wt,1409,Chr1,2665466,2665738,2665602,272
wt,1409,Chr1,24259932,24262461,24261196,2529
wt,1409,Chr1,24647448,24647721,24647584,273
wt,1409,Chr2,9403110,9403282,9403196,172
wt,1409,Chr2,18804725,18805005,18804865,280
wt,1409,Chr3,8482513,8482960,8482737,447
wt,1409,Chr3,16815145,16815317,16815231,172
wt,1409,Chr4,7366291,7366392,7366341,101
wt,1409,Chr4,16184047,16184124,16184085,77
wt,1409,Chr5,725483,725612,725547,129
wt,1409,Chr5,14527757,14528402,14528079,645
wt,1409,Chr5,25652586,25653030,25652808,444
wt,1410,Chr1,10077611,10077688,10077649,77
wt,1410,Chr1,22379524,22382463,22380994,2939
wt,1410,Chr2,7243130,7243187,7243158,57
wt,1410,Chr2,12440877,12441478,12441177,601
wt,1410,Chr3,8226372,8226572,8226472,200
wt,1410,Chr3,15972341,15972676,15972509,335
wt,1410,Chr4,364888,365175,365032,287
wt,1410,Chr4,9448880,9449268,9449074,388
wt,1411,Chr1,617882,618452,618167,570
wt,1411,Chr2,6019113,6019404,6019259,291
wt,1411,Chr3,16839336,16839610,16839473,274
wt,1411,Chr4,11374252,11375429,11374840,1177
wt,1411,Chr5,24908223,24908520,24908371,297
wt,1412,Chr1,7856169,7856244,7856207,75
wt,1412,Chr1,22067917,22068455,22068186,538
wt,1412,Chr1,22800382,22806499,22803440,6117
wt,1412,Chr2,1055780,1056067,1055924,287
wt,1412,Chr2,15932454,15932677,15932566,223
wt,1412,Chr3,8215681,8216171,8215926,490
wt,1412,Chr4,7437151,7437221,7437186,70
wt,1412,Chr5,20209182,20212202,20210692,3020
wt,1413,Chr1,12252889,12253428,12253159,539
wt,1413,Chr3,8960370,8960476,8960423,106
wt,1413,Chr4,10508233,10508356,10508295,123
wt,1413,Chr5,9077649,9077815,9077732,166
wt,1414,Chr1,12546041,12546109,12546075,68
wt,1414,Chr1,19699306,19699836,19699571,530
wt,1414,Chr2,1934137,1934378,1934257,241
wt,1414,Chr2,12781474,12782389,12781932,915
wt,1414,Chr3,12662668,12667008,12664838,4340
wt,1414,Chr5,10237894,10238037,10237966,143
wt,1415,Chr1,8973727,8973918,8973823,191
wt,1415,Chr1,22276137,22276266,22276201,129
wt,1415,Chr1,25696086,25696140,25696113,54
wt,1415,Chr3,7064120,7066932,7065526,2812
wt,1415,Chr3,11207275,11207367,11207321,92
wt,1415,Chr4,5783736,5784898,5784317,1162
wt,1415,Chr5,15990565,15990644,15990605,79
wt,1416,Chr1,6738838,6738976,6738907,138
wt,1416,Chr1,22304890,22304963,22304926,73
wt,1416,Chr2,12619780,12619865,12619822,85
wt,1416,Chr3,12450602,12450680,12450641,78
wt,1416,Chr3,19009291,19009750,19009521,459
wt,1416,Chr4,92340,92589,92464,249
wt,1416,Chr4,5138196,5138891,5138544,695
wt,1416,Chr4,18305789,18305913,18305851,124
wt,1416,Chr5,26248958,26249257,26249108,299
wt,1450,Chr2,756193,756251,756222,58
wt,1450,Chr2,791613,791782,791697,169
wt,1450,Chr4,84088,84359,84224,271
wt,1450,Chr5,3407635,3407897,3407766,262
wt,1450,Chr5,6059106,6059996,6059551,890
wt,1450,Chr5,15798083,15798216,15798149,133
wt,1452,Chr3,19583555,19583631,19583593,76
wt,1452,Chr4,200818,201022,200920,204
wt,1452,Chr4,5403923,5404932,5404427,1009
wt,1452,Chr5,1601941,1602678,1602309,737
wt,1454,Chr1,1550655,1550920,1550787,265
wt,1454,Chr1,17329811,17330406,17330109,595
wt,1454,Chr1,18128494,18128558,18128526,64
wt,1454,Chr2,251941,253228,252585,1287
wt,1454,Chr3,16653023,16653101,16653062,78
wt,1454,Chr5,24337502,24337652,24337577,150
wt,1456,Chr1,28169633,28170031,28169832,398
wt,1456,Chr2,6790663,6795275,6792969,4612
wt,1456,Chr2,15689289,15690089,15689689,800
wt,1456,Chr3,21809,22220,22015,411
wt,1456,Chr3,9401529,9401770,9401649,241
wt,1456,Chr4,5361983,5362459,5362221,476
wt,1456,Chr4,7747785,7748377,7748081,592
wt,1456,Chr4,18302629,18302750,18302689,121
wt,1456,Chr5,8727722,8728182,8727952,460
wt,1465,Chr1,23744034,23744568,23744301,534
wt,1465,Chr2,12256879,12257376,12257127,497
wt,1465,Chr3,11995744,11996731,11996238,987
wt,1465,Chr4,5601460,5601535,5601498,75
wt,1465,Chr4,14706365,14707366,14706865,1001
wt,1465,Chr5,6395142,6395607,6395374,465
wt,1465,Chr5,13707451,13708074,13707763,623
wt,1466,Chr1,19432898,19433573,19433236,675
wt,1466,Chr2,5955713,5956540,5956127,827
wt,1466,Chr3,15655759,15656201,15655980,442
wt,1466,Chr5,15481841,15482220,15482031,379
wt,1467,Chr1,7004682,7004739,7004710,57
wt,1467,Chr1,8986985,8987059,8987022,74
wt,1467,Chr1,25696156,25696274,25696215,118
wt,1467,Chr3,2889198,2890621,2889910,1423
wt,1467,Chr3,10747754,10748041,10747898,287
wt,1467,Chr3,11220787,11221075,11220931,288
wt,1467,Chr4,189438,189527,189482,89
wt,1467,Chr4,7791782,7794497,7793140,2715
wt,1467,Chr5,7701756,7702006,7701881,250
wt,1467,Chr5,14527697,14527757,14527727,60
wt,1467,Chr5,23056877,23058179,23057528,1302
wt,1468,Chr1,9457627,9457911,9457769,284
wt,1468,Chr1,18032545,18032941,18032743,396
wt,1468,Chr1,25613811,25614160,25613985,349
wt,1468,Chr2,5925279,5925380,5925329,101
wt,1468,Chr2,10745371,10745897,10745634,526
wt,1468,Chr3,13486435,14750817,14118626,1264382
wt,1468,Chr4,6996083,6996674,6996379,591
wt,1468,Chr4,10169365,10169624,10169495,259
wt,1468,Chr4,17632259,17633076,17632667,817
wt,1468,Chr5,21893821,21894054,21893937,233
wt,1469,Chr1,17252716,17253039,17252878,323
wt,1469,Chr1,22066612,22066659,22066636,47
wt,1469,Chr2,1426434,1426708,1426571,274
wt,1469,Chr2,11590970,11591256,11591113,286
wt,1469,Chr2,19020450,19020654,19020552,204
wt,1469,Chr3,7144454,7145048,7144751,594
wt,1469,Chr3,11509856,11509960,11509908,104
wt,1469,Chr4,1208570,1209425,1208998,855
wt,1469,Chr4,1514386,1514496,1514441,110
wt,1469,Chr4,13735651,13764990,13750321,29339
wt,1469,Chr5,5952479,5952942,5952711,463
wt,1469,Chr5,20453389,20453736,20453563,347
wt,1470,Chr1,10571372,10571749,10571560,377
wt,1470,Chr2,6609342,6609536,6609439,194
wt,1470,Chr3,9133814,9133998,9133906,184
wt,1470,Chr3,18517072,18517732,18517402,660
wt,1470,Chr4,407762,408246,408004,484
wt,1470,Chr5,661207,661269,661238,62
wt,1470,Chr5,1332261,1332411,1332336,150
wt,1470,Chr5,3240922,3243073,3241998,2151
wt,1470,Chr5,25034105,25034199,25034152,94
wt,1471,Chr1,7888901,7889413,7889157,512
wt,1471,Chr1,11072191,11072530,11072361,339
wt,1471,Chr1,21150402,21150753,21150578,351
wt,1471,Chr2,7040243,7040438,7040341,195
wt,1471,Chr3,16772140,16772227,16772184,87
wt,1471,Chr4,620506,621475,620990,969
wt,1471,Chr5,334991,335923,335457,932
wt,1471,Chr5,18163075,18164011,18163543,936
wt,1471,Chr5,25999010,25999166,25999088,156
wt,1472,Chr1,709076,709476,709276,400
wt,1472,Chr1,6635063,6635717,6635390,654
wt,1472,Chr1,27745399,27745640,27745519,241
wt,1472,Chr2,9753230,9753252,9753241,22
wt,1472,Chr2,19203633,19203765,19203699,132
wt,1472,Chr3,8689343,8690180,8689761,837
wt,1472,Chr3,19258586,19260059,19259322,1473
wt,1472,Chr4,953795,956151,954973,2356
wt,1472,Chr4,17029302,17029813,17029558,511
wt,1472,Chr5,13652599,13652647,13652623,48
wt,1478,Chr1,9050971,9062110,9056541,11139
wt,1478,Chr2,6874608,6874789,6874698,181
wt,1478,Chr3,10629980,10630100,10630040,120
wt,1478,Chr3,21065174,21065307,21065240,133
wt,1478,Chr5,3858445,3861076,3859761,2631
wt,1480,Chr1,701107,701536,701321,429
wt,1480,Chr1,26768271,26768814,26768543,543
wt,1480,Chr2,2268183,2268581,2268382,398
wt,1480,Chr2,11314085,11315233,11314659,1148
wt,1480,Chr3,9706275,9706957,9706616,682
wt,1480,Chr3,17326096,17326218,17326157,122
wt,1480,Chr4,7064279,7065409,7064844,1130
wt,1480,Chr5,6839699,6840243,6839971,544
wt,1480,Chr5,25135055,25135356,25135205,301
wt,1491,Chr1,16915257,16915475,16915366,218
wt,1491,Chr1,24869354,24869502,24869428,148
wt,1491,Chr3,1171288,1171831,1171560,543
wt,1491,Chr3,16814331,16814541,16814436,210
wt,1491,Chr3,17378627,17378632,17378629,5
wt,1491,Chr4,5734101,5734505,5734303,404
wt,1491,Chr4,9819552,9820951,9820252,1399
wt,1491,Chr5,14629480,14629481,14629480,1
wt,1493,Chr1,5127398,5129181,5128290,1783
wt,1493,Chr1,13050241,13050494,13050367,253
wt,1493,Chr1,29838649,29838816,29838733,167
wt,1493,Chr2,9845985,9846084,9846035,99
wt,1493,Chr4,7852665,7854082,7853373,1417
wt,1493,Chr5,9872599,9872629,9872614,30
wt,1493,Chr5,14015544,14015712,14015628,168
wt,1493,Chr5,26748853,26749055,26748954,202
wt,1507,Chr1,28589317,28589606,28589461,289
wt,1507,Chr2,1994374,1994684,1994529,310
wt,1507,Chr2,18592134,18592320,18592227,186
wt,1507,Chr3,11920638,11921142,11920890,504
wt,1507,Chr3,19964638,19964742,19964690,104
wt,1507,Chr4,5371418,5371642,5371530,224
wt,1507,Chr4,7035214,7035471,7035342,257
wt,1507,Chr4,12272467,12273096,12272781,629
wt,1507,Chr5,14129162,14130802,14129982,1640
wt,1541,Chr1,7089573,7089723,7089648,150
wt,1541,Chr1,20402904,20403574,20403239,670
wt,1541,Chr1,26647032,26647778,26647405,746
wt,1541,Chr2,524145,524149,524147,4
wt,1541,Chr2,1934733,1935735,1935234,1002
wt,1541,Chr2,18456794,18457030,18456912,236
wt,1541,Chr3,20913214,20913576,20913395,362
wt,1541,Chr3,21703030,21703424,21703227,394
wt,1541,Chr4,17802729,17802898,17802813,169
wt,1541,Chr5,3829814,3830238,3830026,424
wt,1541,Chr5,7109164,7110926,7110045,1762
wt,1541,Chr5,13817893,13818031,13817962,138
wt,1541,Chr5,14066543,14067592,14067067,1049
wt,1542,Chr1,12973967,12974080,12974023,113
wt,1542,Chr1,27091768,27092518,27092143,750
wt,1542,Chr3,7620854,7622162,7621508,1308
wt,1542,Chr3,10802347,10802526,10802437,179
wt,1542,Chr4,1309300,1309320,1309310,20
wt,1542,Chr4,1495499,1495657,1495578,158
wt,1542,Chr5,1568835,1568906,1568871,71
wt,1542,Chr5,9877067,9877437,9877252,370
wt,1547,Chr1,7786682,7787323,7787002,641
wt,1547,Chr1,18030871,18031216,18031043,345
wt,1547,Chr1,19876608,19876756,19876682,148
wt,1547,Chr2,6226586,6227018,6226802,432
wt,1547,Chr3,15904165,15904414,15904289,249
wt,1547,Chr3,17798887,17799144,17799015,257
wt,1547,Chr4,1029193,1029364,1029279,171
wt,1547,Chr4,7300106,7300169,7300138,63
wt,1547,Chr5,10933689,10933811,10933750,122
wt,1548,Chr1,4694570,4709570,4702070,15000
wt,1548,Chr1,12338713,12338926,12338819,213
wt,1548,Chr1,24344483,24344724,24344603,241
wt,1548,Chr2,9766202,9766517,9766360,315
wt,1548,Chr2,12962856,12963179,12963018,323
wt,1548,Chr4,10609265,10609767,10609516,502
wt,1548,Chr5,568627,568761,568694,134
wt,1548,Chr5,7975368,7975543,7975456,175
wt,1550,Chr1,1158541,1158573,1158557,32
wt,1550,Chr1,10549398,10549598,10549498,200
wt,1550,Chr1,20829729,20830683,20830206,954
wt,1550,Chr2,7577200,7577324,7577262,124
wt,1550,Chr3,22879577,22880403,22879990,826
wt,1550,Chr4,5793003,5794456,5793729,1453
wt,1550,Chr4,15484077,15484569,15484323,492
wt,1551,Chr1,10976688,10977083,10976886,395
wt,1551,Chr1,24646762,24647068,24646915,306
wt,1551,Chr2,6788960,6789105,6789032,145
wt,1551,Chr2,7220709,7220739,7220724,30
wt,1551,Chr2,16156700,16157379,16157040,679
wt,1551,Chr3,7784379,7784560,7784469,181
wt,1551,Chr3,17442527,17442557,17442542,30
wt,1551,Chr3,18809125,18810296,18809711,1171
wt,1551,Chr4,7366291,7366392,7366341,101
wt,1551,Chr5,14518634,14518948,14518791,314
wt,1557,Chr1,19847962,19848154,19848058,192
wt,1557,Chr2,19084046,19084721,19084384,675
wt,1557,Chr3,11499916,11500722,11500319,806
wt,1557,Chr4,6819258,6820141,6819700,883
wt,1557,Chr4,7441643,7443354,7442499,1711
wt,1557,Chr5,8846461,8846480,8846471,19
wt,1557,Chr5,14933616,14934021,14933818,405
wt,1562,Chr1,8387442,8387467,8387454,25
wt,1562,Chr1,22159110,22161340,22160225,2230
wt,1562,Chr1,24688526,24688674,24688600,148
wt,1562,Chr2,5508268,5508499,5508384,231
wt,1562,Chr2,7376330,7376642,7376486,312
wt,1562,Chr2,16498784,16499247,16499016,463
wt,1562,Chr3,2143000,2145830,2144415,2830
wt,1562,Chr4,5749445,5749677,5749561,232
wt,1562,Chr4,15022521,15025272,15023897,2751
wt,1562,Chr5,22360922,22360973,22360948,51
wt,1564,Chr1,16772524,16773419,16772972,895
wt,1564,Chr1,24664367,24664382,24664375,15
wt,1564,Chr1,26153818,26153851,26153834,33
wt,1564,Chr2,7037664,7037703,7037684,39
wt,1564,Chr2,9230022,9232544,9231283,2522
wt,1564,Chr3,6264878,6265206,6265042,328
wt,1564,Chr3,11385964,11386245,11386104,281
wt,1564,Chr3,21913506,21914594,21914050,1088
wt,1564,Chr4,522213,522222,522217,9
wt,1564,Chr4,7665601,7666264,7665933,663
wt,1564,Chr4,18118561,18118579,18118570,18
wt,1564,Chr5,3828284,3829194,3828739,910
wt,1565,Chr1,10213537,10213781,10213659,244
wt,1565,Chr1,25402499,25403291,25402895,792
wt,1565,Chr2,12124372,12124530,12124451,158
wt,1565,Chr3,17896859,17897101,17896980,242
wt,1565,Chr5,19368711,19368754,19368733,43
wt,1566,Chr1,24877989,24878437,24878213,448
wt,1566,Chr2,2269439,2269795,2269617,356
wt,1566,Chr4,7712697,7712778,7712737,81
wt,1566,Chr5,21973130,21973716,21973423,586
wt,1567,Chr1,7151924,7152505,7152214,581
wt,1567,Chr2,12939324,12940265,12939794,941
wt,1567,Chr3,3804993,3805579,3805286,586
wt,1567,Chr4,525344,525465,525404,121
wt,1567,Chr4,7709052,7709161,7709106,109
wt,1567,Chr4,18172810,18173086,18172948,276
wt,1568,Chr1,7728902,7728995,7728948,93
wt,1568,Chr2,499027,499121,499074,94
wt,1568,Chr2,6355635,6357134,6356385,1499
wt,1568,Chr3,613988,614245,614116,257
wt,1568,Chr4,5844909,5844989,5844949,80
wt,1568,Chr5,6094637,6095188,6094913,551
wt,1568,Chr5,8358690,8358764,8358727,74
wt,1568,Chr5,22508151,22508499,22508325,348
wt,1569,Chr1,26288146,26288172,26288159,26
wt,1569,Chr2,6549137,6549202,6549169,65
wt,1569,Chr3,173579,173957,173768,378
wt,1569,Chr3,1940786,1941825,1941306,1039
wt,1569,Chr3,3310638,3313225,3311932,2587
wt,1569,Chr3,11606027,11606654,11606341,627
wt,1569,Chr4,742598,742861,742730,263
wt,1569,Chr5,21804387,21804520,21804453,133
wt,1575,Chr1,8922466,8922800,8922633,334
wt,1575,Chr1,12031643,12031856,12031749,213
wt,1575,Chr1,28671057,28707111,28689084,36054
wt,1575,Chr2,5938305,5938636,5938471,331
wt,1575,Chr2,10858215,10858811,10858513,596
wt,1575,Chr3,3648864,3649380,3649122,516
wt,1575,Chr3,8266319,8266700,8266509,381
wt,1575,Chr3,16230006,16232370,16231188,2364
wt,1575,Chr4,5709729,5710119,5709924,390
wt,1575,Chr4,8323474,8324184,8323829,710
wt,1576,Chr1,440564,445271,442918,4707
wt,1576,Chr1,16131671,16132256,16131963,585
wt,1576,Chr1,24406570,24406742,24406656,172
wt,1576,Chr2,18340141,18340686,18340413,545
wt,1576,Chr3,7120599,7120670,7120635,71
wt,1576,Chr4,18034678,18034751,18034714,73
wt,1576,Chr5,9024322,9024517,9024420,195
wt,1579,Chr1,8181523,8181914,8181719,391
wt,1579,Chr2,10192059,10193183,10192621,1124
wt,1579,Chr3,5276344,5277115,5276730,771
wt,1579,Chr3,16676282,16676912,16676597,630
wt,1579,Chr4,7775601,7780733,7778167,5132
wt,1579,Chr4,10351166,10351368,10351267,202
wt,1579,Chr4,16693938,16694586,16694262,648
wt,1579,Chr5,7182656,7182946,7182801,290
wt,1579,Chr5,13879924,13880021,13879972,97
wt,1585,Chr1,8068809,8069009,8068909,200
wt,1585,Chr1,29735308,29735633,29735470,325
wt,1585,Chr2,6349683,6349730,6349707,47
wt,1585,Chr3,10126503,10126944,10126723,441
wt,1585,Chr3,11105559,11105718,11105639,159
wt,1585,Chr4,5738920,5739244,5739082,324
wt,1586,Chr1,11829589,11829987,11829788,398
wt,1586,Chr1,16774362,16774405,16774384,43
wt,1586,Chr1,29486145,29486216,29486181,71
wt,1586,Chr2,17442449,17442919,17442684,470
wt,1586,Chr3,15674831,15674945,15674888,114
wt,1586,Chr4,131110,131244,131177,134
wt,1586,Chr5,800479,800617,800548,138
wt,1586,Chr5,1979846,1980337,1980092,491
wt,1586,Chr5,13615617,13615675,13615646,58
wt,1586,Chr5,15939394,15939651,15939522,257
wt,1586,Chr5,21271024,21271103,21271064,79
wt,1589,Chr1,4065846,4066936,4066391,1090
wt,1589,Chr1,11951849,11952767,11952308,918
wt,1589,Chr1,17865149,17865711,17865430,562
wt,1589,Chr1,20566219,20566985,20566602,766
wt,1589,Chr3,1501115,1503558,1502337,2443
wt,1589,Chr5,8529011,8529204,8529107,193
wt,1589,Chr5,14230049,14230520,14230285,471
wt,1592,Chr1,25662825,25663041,25662933,216
wt,1592,Chr3,11110720,11110913,11110816,193
wt,1592,Chr4,10946255,10946678,10946467,423
wt,1592,Chr4,17309247,17313542,17311395,4295
wt,1592,Chr5,3480114,3480602,3480358,488
wt,1592,Chr5,25993429,25996241,25994835,2812
wt,1594,Chr1,25950651,25953552,25952101,2901
wt,1594,Chr3,2903353,2904313,2903833,960
wt,1594,Chr5,6280581,6281510,6281045,929
wt,1594,Chr5,14893492,14893688,14893590,196
wt,1594,Chr5,25426386,25426948,25426667,562
wt,1594,Chr5,26586211,26587116,26586663,905
wt,1595,Chr1,594166,594446,594306,280
wt,1595,Chr1,11119152,11120082,11119617,930
wt,1595,Chr1,11608294,11610967,11609630,2673
